"","asv_code","kingdom","supergroup","division","class","order","family","genus","species","casv_code","PR2_matches","biogeo","taxon_level","trophic_mode"
"120","487eee7497","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium","Azadinium_poporum","3b7e3f9bde","  0","Polar-Temperate","order","dinoflagellata"
"121","bef874f250","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_sp.","bef874f250","  0","Unallocated","genus","photosynthetic"
"122","0811210d84","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira","Thalassiosira_sp.","0cfcc1d238","  6","Polar-Temperate","genus","photosynthetic"
"123","6dd1a58c2f","Eukaryota","Archaeplastida","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas_sp.","6dd1a58c2f","  2","Unallocated","genus","mixotrophic"
"124","cf84e379f5","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira","Thalassiosira_sp.","26e2f2ef61","  3","Polar-Temperate","genus","photosynthetic"
"125","19e229ed2e","Eukaryota","Rhizaria","Radiolaria","Acantharea","Acantharea_C","Acantharea_C3","Litholophus","Litholophus_spB","60226e647a","  0","Polar","division","heterotrophic"
"126","e297dcca19","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Attheya","Attheya_septentrionalis","e297dcca19","  4","Unallocated","species","photosynthetic"
"127","c1b3d1adda","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Acanthoecida_X","Acanthoecida_XX","Acanthoecida_XX_sp.","57c0389ec5","  0","Polar-Temperate","order","heterotrophic"
"128","ba67d116c1","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","cfc2399847","  0","Unallocated","class","photosynthetic"
"129","3f49072cf4","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3J","MAST-3J_X","MAST-3J_XX","MAST-3J_XX_sp.","3f49072cf4","  0","Unallocated","class","heterotrophic"
"130","e854627298","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Entomoneis","Entomoneis_sp.","4365442091","  0","Polar","class","photosynthetic"
"131","0ab2f565ef","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp.","f4fc5b7a6f","  0","Polar-Temperate","genus","mixotrophic"
"132","13ea9226f5","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Nitzschia","Nitzschia_thermalis","13ea9226f5","  0","Unallocated","genus","photosynthetic"
"133","d98e2653cf","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cylindrotheca","Cylindrotheca_sp.","4174aaed2e","  2","Polar","class","photosynthetic"
"134","013a76b53b","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","Mataza-lineage_X","Mataza-lineage_X_sp.","1eab23bb9f","  0","Polar","class","heterotrophic"
"135","a4c0ad1e2e","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB15","Labyrinthulomycetes_X_LAB15_X","Labyrinthulomycetes_X_LAB15_X_sp.","f8760c1a0e","  0","Polar-Temperate","class","heterotrophic"
"136","9dfda91376","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Pseudohaptolina","Pseudohaptolina_birgeri","c4f09b53a1","  0","Polar","family","mixotrophic"
"137","45b86f9796","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-D","Chrysophyceae_Clade-D_X","Chrysophyceae_Clade-D_X_sp.","45b86f9796","  0","Unallocated","class","mixotrophic"
"138","e432b3a264","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","e432b3a264","  0","Unallocated","class","photosynthetic"
"139","9bdf57a69a","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis_pouchetii","9bdf57a69a","  0","Unallocated","species","photosynthetic"
"140","00a2ea8c4f","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Entomoneis","Entomoneis_sp.","6bec646778","  1","Polar","class","photosynthetic"
"141","7c17a19c86","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_M","Strombidiidae_M_X","Strombidiidae_M_X_sp.","5e55a1658d","  0","Polar-Temperate","class","heterotrophic"
"142","a452b086aa","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1C","MAST-1C_X","MAST-1C_XX","MAST-1C_XX_sp.","e0af2fd8d6","  0","Polar-Temperate","class","heterotrophic"
"143","8214d42c8b","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-H","Chrysophyceae_Clade-H_X","Chrysophyceae_Clade-H_X_sp.","7b02dc31b6","  0","Polar","class","mixotrophic"
"144","159e3a19d9","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp.","287b10540a","  0","Polar","class","dinoflagellata"
"145","9bfb8ea3cc","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.","fb1a008ab8","  0","Cosmopolitan","genus","dinoflagellata"
"146","3bffe49ceb","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Naviculales","Naviculales_sp.","3bffe49ceb","  0","Unallocated","class","photosynthetic"
"147","48e81d97ae","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Helicopedinella","Helicopedinella_sp.","4442f1e991","  7","Polar-Temperate","class","photosynthetic"
"148","3e3cf1447e","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp.","db5a831998","  4","Polar","class","photosynthetic"
"149","ae4a53e1f4","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira","Thalassiosira_anguste-lineata","07f614c867","  0","Polar-Temperate","genus","photosynthetic"
"150","456835d4bc","Eukaryota","Stramenopiles","Sagenista","MAST-7","MAST-7A","MAST-7A_X","MAST-7A_XX","MAST-7A_XX_sp.","0fa985423b","  0","Polar-Temperate","class","heterotrophic"
"151","1d57b48d02","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","Labyrinthulomycetes_X_LAB14","Labyrinthulomycetes_X_LAB14_X","Labyrinthulomycetes_X_LAB14_X_sp.","bfd3ae9e5e","  0","Polar","class","heterotrophic"
"152","48f5bdbd97","Eukaryota","Stramenopiles","Sagenista","MAST-8","MAST-8A","MAST-8A_X","MAST-8A_XX","MAST-8A_XX_sp.","3dceec90f7","  0","Polar-Temperate","class","heterotrophic"
"153","32828d394f","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","6236693ae0","  0","Polar-Temperate","class","dinoflagellata"
"154","5e28db9d07","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_veneficum","d94a0e224a","  0","Polar","species","mixotrophic"
"155","d0f07245bd","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_sp.","380745795d","  1","Polar","genus","photosynthetic"
"156","a7aee5cf0b","Eukaryota","Stramenopiles","Sagenista","MAST-7","MAST-7A","MAST-7A_X","MAST-7A_XX","MAST-7A_XX_sp.","a7878a2985","  0","Polar-Temperate","class","heterotrophic"
"157","7fd9e9bff9","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Hemiselmidaceae","Hemiselmis","Hemiselmis_cryptochromatica","7fd9e9bff9","  0","Unallocated","order","photosynthetic"
"158","af1aaa8d76","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_nei/rotundata","84b35cdfee","  0","Cosmopolitan","genus","dinoflagellata"
"159","92b7ad6714","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_raudensis","9a17e013a3","  0","Polar","order","photosynthetic"
"160","d69534561d","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cylindrotheca","Cylindrotheca_sp.","919b6e045b","  1","Polar","class","photosynthetic"
"161","2c9a6ff3f2","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Minutocellus","Minutocellus_polymorphus","099d277d8c","  6","Polar-Temperate","species","photosynthetic"
"162","2fc1eec18a","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-16","Dino-Group-II-Clade-16_X","Dino-Group-II-Clade-16_X_sp.","435d63a1d1","  0","Polar-Temperate","class","heterotrophic"
"163","0a6e367cea","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidaceae","Ankylochrysis","Ankylochrysis_sp1.","0a6e367cea","  0","Unallocated","division","photosynthetic"
"164","c9306bdcd1","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-D","Chrysophyceae_Clade-D_X","Chrysophyceae_Clade-D_X_sp.","8ce3d7c533","  0","Polar","class","mixotrophic"
"165","b8baeb5b8f","Eukaryota","Stramenopiles","Stramenopiles_X","Stramenopiles_X-Group-7","Stramenopiles_X-Group-7_X","Stramenopiles_X-Group-7_XX","Stramenopiles_X-Group-7_XXX","Stramenopiles_X-Group-7_XXX_sp.","0abdefed3d","  0","Polar-Temperate","class","heterotrophic"
"166","b4e6d03d7d","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Naviculales","Naviculales_sp.","b4e6d03d7d","  0","Unallocated","class","photosynthetic"
"167","2976201d4c","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira","Thalassiosira_nordenskioeldii","1142e285bf","  8","Polar-Temperate","species","photosynthetic"
"168","026941800c","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_helveticum","836c0e2605","  0","Polar-Temperate","species","heterotrophic"
"169","db6e61ea23","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Fallacia","Fallacia_forcipata","db6e61ea23","  1","Unallocated","class","photosynthetic"
"170","47b84e530c","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma_laevis_clade","b55a2415e5","  5","Polar-Temperate","class","photosynthetic"
"171","7a1c645af8","Eukaryota","Hacrobia","Haptophyta","Pavlovophyceae","Pavlovales","Pavlovaceae","Diacronema","Diacronema_lutheri","7a1c645af8","  0","Unallocated","division","photosynthetic"
"172","9081f15ffb","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_sp.","9081f15ffb","  1","Unallocated","class","photosynthetic"
"173","515aeae049","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","70c7435d22","  0","Unallocated","class","heterotrophic"
"174","98293657d2","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Stephanoecidae_Group_H_X","Stephanoecidae_Group_H_X_sp.","6c01b7c2dc","  0","Polar","order","heterotrophic"
"175","da1a88859d","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cylindrotheca","Cylindrotheca_sp.","da1a88859d","  1","Unallocated","class","photosynthetic"
"176","399601b834","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_danicus","ec5c8e870a","  0","Polar-Temperate","species","photosynthetic"
"177","ee1388c02e","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida","Pterocystida_X","Pterocystida_XX","Pterocystida_XX_sp.","2e83611e84","  0","Polar","class","heterotrophic"
"178","e851a94f84","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_D","Stephanoecidae_Group_D_X","Stephanoecidae_Group_D_X_sp.","5a0ccbc961","  0","Polar-Temperate","order","heterotrophic"
"179","589facd151","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","549ca930f3","  0","Polar","class","heterotrophic"
"180","15a3691ed4","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_sp.","c90d714653","  1","Polar-Temperate","genus","photosynthetic"
"181","f557bf0a57","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.","931b2e94c6","  0","Polar-Temperate","class","heterotrophic"
"182","a3e9ffd447","Eukaryota","Stramenopiles","Ochrophyta","MOCH-1","MOCH-1_X","MOCH-1_XX","MOCH-1_XXX","MOCH-1_XXX_sp.","40c29e6870","  0","Polar-Temperate","class","photosynthetic"
"183","f608ee9314","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1A","MAST-1A_X","MAST-1A_XX","MAST-1A_XX_sp.","d2a4dfd1fd","  0","Polar-Temperate","class","heterotrophic"
"184","864b9a2dee","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_helveticum","3f1c28e9d2","  0","Polar-Temperate","species","heterotrophic"
"185","570d5dd44f","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida_B","Strombidiida_B_X","Strombidiida_B_XX","Strombidiida_B_XX_sp.","278cb882ad","  0","Polar-Temperate","class","heterotrophic"
"186","9fee609b6c","Eukaryota","Archaeplastida","Chlorophyta","Nephroselmidophyceae","Nephroselmidales","Nephroselmidales_X","Nephroselmis","Nephroselmis_pyriformis","9fee609b6c","  0","Unallocated","species","mixotrophic"
"187","95267695fa","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas-lineage_X","Cryothecomonas-lineage_X_sp.","cfcf9fff3d","  0","Unallocated","class","heterotrophic"
"188","9bd86717ce","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_helveticum","0dafca2402","  0","Polar","species","heterotrophic"
"189","6b2ce23d88","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Naviculales","Naviculales_sp.","fc8acfd000","  0","Polar","class","photosynthetic"
"190","87de7e1297","Eukaryota","Stramenopiles","Ochrophyta","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX","Botrydiopsis","Botrydiopsis_pyrenoidosa","87de7e1297","  0","Unallocated","division","photosynthetic"
"191","9d4eb344b6","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.","fae6813aee","  0","Cosmopolitan","class","heterotrophic"
"192","88fe156eb0","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","3b69b70808","  0","Polar","species","mixotrophic"
"193","aa6833dda2","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_D","Stephanoecidae_Group_D_X","Stephanoecidae_Group_D_X_sp.","3744b1449b","  0","Polar-Temperate","order","heterotrophic"
"194","d728136fb1","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Naviculales","Naviculales_sp.","2330ac8a7d","  0","Polar","class","photosynthetic"
"195","15a32b4240","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp.","4969737337","  0","Polar","class","mixotrophic"
"196","7805cc2baa","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","71eb09ce1f","  0","Polar-Temperate","class","heterotrophic"
"197","580ca71171","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_R","Strombidiidae_R_X","Strombidiidae_R_X_sp.","01bb24bb06","  0","Polar-Temperate","class","heterotrophic"
"198","cb26df8742","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Haslea","Haslea_crucigera","9933a34571","  1","Unallocated","class","photosynthetic"
"199","9896d54285","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1C","MAST-1C_X","MAST-1C_XX","MAST-1C_XX_sp.","4910bb50ab","  0","Polar-Temperate","class","heterotrophic"
"200","b22321545e","Eukaryota","Archaeplastida","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas_sp.","e2642a40fc","  0","Polar","genus","mixotrophic"
"201","351af5fb34","Eukaryota","Archaeplastida","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadales_X","Pyramimonadales_XX","Pyramimonadales_XX_sp.","ab3f74f3f8","  0","Polar","order","mixotrophic"
"202","9ac62ee7e2","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","Pseudo-nitzschia_multiseries","73137bb27e","  6","Cosmopolitan","genus","photosynthetic"
"203","089f8418ec","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Naviculales","Naviculales_sp.","b405cd14d9","  0","Unallocated","class","photosynthetic"
"204","7d754681ed","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Grammonema","Grammonema_striatula","8680aad0ea"," 13","Temperate","class","photosynthetic"
"205","e4e99223a9","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Chrysophyceae_Clade-C_X","Chrysophyceae_Clade-C_X_sp.","db70ad9566","  0","Unallocated","class","mixotrophic"
"206","a05693d8a0","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_D","Stephanoecidae_Group_D_X","Stephanoecidae_Group_D_X_sp.","2617871261","  0","Polar","order","heterotrophic"
"207","7b48783485","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Tontoniidae_B_X","Tontoniidae_B_X_sp.","07e3b90344","  0","Cosmopolitan","class","heterotrophic"
"208","01ffb86a01","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","07e4df0602","  0","Polar","species","mixotrophic"
"209","0ff4da3876","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Biecheleria","Biecheleria_sp.","21df428be8","  4","Polar-Temperate","order","dinoflagellata"
"210","1aea24c5c0","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.","4c45c481e7","  0","Polar-Temperate","genus","dinoflagellata"
"211","307cb42920","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_I","Strobilidiidae_I_X","Strobilidiidae_I_X_sp.","2f90c69b5c","  0","Polar","order","heterotrophic"
"212","c0f1a02d6b","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cylindrotheca","Cylindrotheca_closterium","13dea16db0"," 13","Cosmopolitan","species","photosynthetic"
"213","f209da300c","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1C","MAST-1C_X","MAST-1C_XX","MAST-1C_XX_sp.","df920ef552","  0","Polar","class","heterotrophic"
