ScientificName;AphiaID;Trophy;typeMX;source;dataType;Kingdom;Phylum;Class;Order;Family;Genus;Species
Scrippsiella hangoei;233093;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniaceae;Scrippsiella;hangoei
Sinophysis stenosoma;232532;protozooplankton;NA;Hoppenrath et al. 2014;paper;Chromista;Myzozoa;Dinophyceae;Dinophysiales;Dinophysiaceae;Sinophysis;stenosoma
Spatulodinium pseudonoctiluca;109923;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Noctilucales;Kofoidiniaceae;Spatulodinium;pseudonoctiluca
Spiniferodinium galeiforme;573781;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Spiniferodinium;galeiforme
Symbiodinium;109572;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;NA
Takayama helix;233083;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Brachidiniaceae;Takayama;helix
Takayama tasmanica;233086;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Brachidiniaceae;Takayama;tasmanica
Testudodinium magnum;1360467;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Testudodinium;magnum
Thecadinium kofoidii;110273;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Oxytoxaceae;Thecadinium;kofoidii
Thecadinium yashimaense;376565;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Peridiniales;Oxytoxaceae;Thecadinium;yashimaense
Torodinium robustum;109889;mixoplankton;CM;Loeder et al. 2012;paper;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Torodinium;robustum
Torodinium teredo;109890;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Torodinium;teredo
Tripos candelabrus;841193;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;candelabrum
Tripos furca;840627;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;furca
Tripos fusus;840626;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;fusus
Tripos hexacanthus;841248;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;hexacanthus
Tripos horridus;837453;mixoplankton;CM;Loeder et al. 2012;paper;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;horridus
Tripos inflatus;837455;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;inflatus
Tripos lineatus;837459;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;lineatus
Tripos longipes;841259;mixoplankton;CM;Leles et al. 2019;review;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;longipes
Tripos lunula;837229;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;lunula
Tripos macroceros;841260;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;macroceros
Tripos minutus;841263;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;minutus
Tripos muelleri;495363;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;muelleri
Tripos pentagonus;841746;phytoplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;pentagonus
Tripos teres;1381154;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;teres
Warnowia polyphemus;233144;protozooplankton;NA;RWS;routineMonitoring;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Warnowiaceae;Warnowia;polyphemus
Yihiella yeosuensis;1306108;mixoplankton;CM;Hansen and Tillmann 2020;book;Chromista;Myzozoa;Dinophyceae;Suessiales;Suessiaceae;Yihiella;yeosuensis
Ebria tripartita;118051;protozooplankton;NA;Helcom;routineMonitoring;Protozoa;NA;Ebriophyceae;Ebriales;Ebriaceae;Ebria;tripartita
Colacium vesiculosum;249707;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Euglenaceae;Colacium;vesiculosum
Euglena viridis;163246;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Euglenaceae;Euglena;viridis
Eutreptia lanowii;248120;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Eutreptiida;Eutreptiaceae;Eutreptia;lanowii
Eutreptia viridis;239029;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Eutreptiida;Eutreptiaceae;Eutreptia;viridis
Eutreptiella braarudii;248121;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Eutreptiida;Eutreptiaceae;Eutreptiella;braarudii
Eutreptiella gymnastica;110652;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Eutreptiida;Eutreptiaceae;Eutreptiella;gymnastica
Eutreptiella marina;160556;phytoplankton;NA;RWS;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Eutreptiida;Eutreptiaceae;Eutreptiella;marina
Lepocinclis acus;624247;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Phacaceae;Lepocinclis;acus
Lepocinclis ovum;163408;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Phacaceae;Lepocinclis;ovum
Lepocinclis oxyuris;624255;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Phacaceae;Lepocinclis;oxyuris
Lepocinclis tripteris;624289;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Phacaceae;Lepocinclis;tripteris
Monomorphina pyrum;447754;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Euglenaceae;Monomorphina;pyrum
Phacus longicauda;163375;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Phacaceae;Phacus;longicauda
Phacus pleuronectes;163354;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Phacaceae;Phacus;pleuronectes
Trachelomonas hispida;163412;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Euglenaceae;Trachelomonas;hispida
Trachelomonas volvocina;163404;phytoplankton;NA;Helcom;routineMonitoring;Protozoa;Euglenozoa;Euglenoidea;Euglenida;Euglenaceae;Trachelomonas;volvocina
Ammonia tepida;112857;protozooplankton;NA;Pascal et al. 2008;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Ammoniidae;Ammonia;tepida
Candeina nitida;418110;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Candeinidae;Candeina;nitida
Globigerina bulloides;113434;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerina;bulloides
Globigerinella adamsi;558961;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinella;adamsi
Globigerinella calida;418106;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinella;calida
Globigerinella siphonifera;113440;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinella;siphonifera
Globigerinita glutinata;113464;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinitidae;Globigerinita;glutinata
Globigerinita uvula;113465;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinitidae;Globigerinita;uvula
Globigerinoides;112199;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinoides;NA
Globigerinoides conglobatus;113441;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinoides;conglobatus
Globigerinoides ruber;113444;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinoides;ruber
Globigerinoides sacculifer;113445;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinoides;sacculifer
Globoquadrina conglomerata;558969;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Foraminifera;Globothalamea;Rotaliida;Catapsydracidae;Globoquadrina;conglomerata
Globorotalia crassaformis;418113;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Globorotalia;crassaformis
Globorotalia inflata;113449;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Globorotalia;inflata
Globorotalia menardii;113450;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Globorotalia;menardii
Globorotalia scitula;113452;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Globorotalia;scitula
Globorotalia truncatulinoides;113453;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Globorotalia;truncatulinoides
Globorotalia tumida;418114;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Globorotalia;tumida
Globoturborotalita rubescens;113454;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globoturborotalita;rubescens
Globoturborotalita tenella;113455;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globoturborotalita;tenella
Hastigerina pelagica;113477;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Hastigerinidae;Hastigerina;pelagica
Hastigerinella digitata;558967;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Hastigerinidae;Hastigerinella;digitata
Neogloboquadrina dutertrei;113473;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Neogloboquadrina;dutertrei
Neogloboquadrina incompta;113474;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Neogloboquadrina;incompta
Neogloboquadrina pachyderma;113458;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Neogloboquadrina;pachyderma
Nonionella stella;113604;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Foraminifera;Globothalamea;Rotaliida;Nonionidae;Nonionella;stella
Orbulina universa;113460;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Orbulina;universa
Pulleniatina obliquiloculata;221331;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Pulleniatinidae;Pulleniatina;obliquiloculata
Sphaeroidinella dehiscens;418108;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Sphaeroidinella;dehiscens
Tenuitella fleisheri;558957;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinitidae;Tenuitella;fleisheri
Trilobatus sacculifer;1026286;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Trilobatus;sacculifer
Turborotalita humilis;113461;mixoplankton;eSNCM;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Turborotalita;humilis
Turborotalita quinqueloba;113462;protozooplankton;NA;Takagi et al. 2019;paper;Chromista;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Turborotalita;quinqueloba
Paulinella ovalis;136903;phytoplankton;NA;RWS;routineMonitoring;Chromista;Cercozoa;Imbricatea;Euglyphida;Paulinellideae;Paulinella;ovalis
Pseudopirsonia mucosa;872071;protozooplankton;NA;Kuehn et al. 2004;scientific cruise;Chromista;Cercozoa;Imbricatea;Marimonadida;Marimonadida incertae sedis;Pseudopirsonia;mucosa
Mediopyxis helysia;345485;phytoplankton;NA;RWS;routineMonitoring;Chromista;Ochrophyta;Khakista incertae sedis;NA;NA;Mediopyxis;helysia
Elakatothrix gelatinosa;572036;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Elakatotrichaceae;Elakatothrix;gelatinosa
Elakatothrix genevensis;578431;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Elakatotrichaceae;Elakatothrix;genevensis
Cyclotrichium cyclokaryon;426529;protozooplankton;"NA";Xu et al. 2005;scientific cruise;Chromista;Ciliophora;Litostomatea;Haptorida;Didiniidae;Cyclotrichium;cyclokaryon
Mesodinium chamaeleon;863176;mixoplankton;pSNCM;Faure et al. 2019;review;Chromista;Ciliophora;Litostomatea;Cyclotrichiida;Mesodiniidae;Mesodinium;chamaeleon
Mesodinium pulex;179321;protozooplankton;NA;Tarangkoon and Hansen 2011;paper;Chromista;Ciliophora;Litostomatea;Cyclotrichiida;Mesodiniidae;Mesodinium;pulex
Mesodinium rubrum;232069;mixoplankton;pSNCM;Gustafson et al. 2000;paper;Chromista;Ciliophora;Litostomatea;Cyclotrichiida;Mesodiniidae;Mesodinium;rubrum
Dolichomastix tenuilepis;345463;mixoplankton;CM;Throndsen and Zingone 1997;scientific cruise;Plantae;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix;tenuilepis
Mantoniella antarctica;341614;mixoplankton;CM;Leles et al. 2019;review;Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella;antarctica
Mantoniella squamata;134563;mixoplankton;CM;Leles et al. 2019;review;Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella;squamata
Micromonas polaris;1361176;phytoplankton;NA;Jimenez et al. 2020;scientific cruise;Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;polaris
Micromonas pusilla;134564;mixoplankton;CM;Leles et al. 2019;review;Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;pusilla
Nephroselmis pyriformis;134541;mixoplankton;CM;Anderson et al. 2017;scientific cruise;Plantae;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;pyriformis
Amphorella quadrilineata;427531;protozooplankton;NA;Heinbrokel et al. 1978;paper;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Tintinnidae;Amphorella;quadrilineata
Cyrtostrombidium;393573;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Cyrtostrombidiidae;Cyrtostrombidium;NA
Eutintinnus pectinis;417214;protozooplankton;NA;Heinbrokel et al. 1978;paper;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Tintinnidae;Eutintinnus;pectinis
Helicostomella subulata;240437;protozooplankton;NA;Heinbrokel et al. 1978;paper;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Metacylididae;Helicostomella;subulata
Laboea;101190;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Laboea;NA
Laboea strobila;101264;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Laboea;strobila
Lohmanniella;101180;protozooplankton;NA;Chen and Chang 1999;paper;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Lohmanniellidae;Lohmanniella;NA
Parastrombidinopsis minima;427385;protozooplankton;"NA";Jeong et al. 2014;scientific cruise;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Strombidinopsidae;Parastrombidinopsis;minima
Paratontonia gracillima;101268;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Paratontonia;gracillima
Paratontonia poopsia;595196;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Paratontonia;poopsia
Pelagostrobilidium paraepacrum;732815;protozooplankton;NA;Jeong et al. 2018;scientific cruise;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Strobilidiidae;Pelagostrobilidium;paraepacrum
Pelagostrombidium;595091;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Pelagostrombidiidae;Pelagostrombidium;NA
Pseudotontonia cornuta;595198;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Pseudotontonia;cornuta
Pseudotontonia simplicidens;595199;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Pseudotontonia;simplicidens
Spirostrombidium elegans;101270;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Spirostrombidium;elegans
Spirotontonia grandis;595203;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Spirotontonia;grandis
Strobilidium elegans;101224;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Strobilidiidae;Strobilidium;elegans
Strombidium acutum;101275;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;acutum
Strombidium antarcticum;341705;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;antarcticum
Strombidium basimorphum;595214;mixoplankton;GNCM;Stoecker 1992;scientific cruise;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;basimorphum
Strombidium biarmatum;389215;mixoplankton;GNCM;Faure et al. 2019;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;biarmatum
Strombidium capitatum;101282;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;capitatum
Strombidium chlorophilum;595215;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;chlorophilum
Strombidium conicum;101289;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;conicum
Strombidium crassulum;101295;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;crassulum
Strombidium rassoulzadegani;595221;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;rassoulzadegani
Strombidium reticulatum;101325;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;reticulatum
Strombidium stylifer;101334;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;stylifer
Strombidium sulcatum;101335;protozooplankton;NA;Dolan and Simek 1997;paper;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;sulcatum
Strombidium tintinnodes;101337;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;tintinnodes
Strombidium vestitum;101342;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Strombidiidae;Strombidium;vestitum
Tintinnopsis acuminata;163915;protozooplankton;NA;Heinbrokel et al. 1978;paper;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Codonellidae;Tintinnopsis;acuminata
Tintinnopsis beroidea;163782;protozooplankton;NA;Heinbrokel et al. 1978;paper;Chromista;Ciliophora;Oligotrichea;Choreotrichida;Codonellidae;Tintinnopsis;beroidea
Tontonia;101196;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Tontonia;NA
Tontonia antarctica;341710;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Tontonia;antarctica
Tontonia appendiculariformis;101345;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Tontonia;appendiculariformis
Tontonia ovalis;427744;mixoplankton;GNCM;Leles et al. 2017;review;Chromista;Ciliophora;Oligotrichea;Oligotrichida;Tontoniidae;Tontonia;ovalis
Exanthemachrysis;590561;mixoplankton;CM;Faure et al. 2019;review;Chromista;Haptophyta;Pavlovophyceae;Pavlovales;Pavlovaceae;Exanthemachrysis;NA
Pavlova;249731;mixoplankton;CM;Faure et al. 2019;review;Chromista;Haptophyta;Pavlovophyceae;Pavlovales;Pavlovaceae;Pavlova;NA
Pelagomonas calceolata;345504;phytoplankton;NA;Kluk et al. 2012;scientific cruise;Chromista;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;calceolata
Parvilucifera prorocentri;603335;protozooplankton;"NA";Horiguchi et al. 2015;scientific cruise;Chromista;Myzozoa;Perkinsea;Perkinsida;Perkinsidae;Parvilucifera;NA
Acineta sp;172365;protozooplankton;"NA";Mironova et al. 2014;scientific cruise;Chromista;Ciliophora;Phyllopharyngea;Endogenida;Acinetidae;Acineta;NA
Picomonas judraskeda;730536;protozooplankton;NA;Moreira and Lopez-Garcia 2014;scientific cruise;Protozoa;Picozoa;Picomonadea;Picomonadida;Picomonadidae;Picomonas;judraskeda
Acanthodesmia;235743;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Trissocyclidae;Acanthodesmia;NA
Acanthodesmia vinculata;493675;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Trissocyclidae;Acanthodesmia;vinculata
Acrosphaera;493471;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Acrosphaera;NA
Acrosphaera spinosa;493475;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Acrosphaera;spinosa
Actinomma boreale;413047;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Actinomma;boreale
Androcyclas gamphonycha;413014;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Radiozoa;Polycystina;Nassellaria;Pterocorythidae;Androcyclas;gamphonycha
Arachnocorys circumtexta;493515;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Plagiacanthidae;Arachnocorys;circumtexta
Botryostrobus auritus australis;549438;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Artostrobiidae;Botryostrobus;auritus-australis
Callimitra carolotae;493518;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Plagiacanthidae;Callimitra;carolotae
Ceratospyris borealis;412971;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Trissocyclidae;Ceratospyris;borealis
Ceratospyris hyperborea;413101;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Radiozoa;Polycystina;Nassellaria;Trissocyclidae;Ceratospyris;hyperborea
Cladococcus scoparius;493317;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Cladococcus;scoparius
Clathrocanium coarctatum;493527;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Plagiacanthidae;Clathrocanium;coarctatum
Collosphaera huxleyi;493481;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Collosphaera;huxleyi
Collosphaera tuberosa;367318;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Collosphaera;tuberosa
Collozoum inerme;178830;mixoplankton;eSNCM;Biard et al. 2015;paper;Chromista;Radiozoa;Polycystina;Collodaria;NA;Collozoum;inerme
Cyrtidosphaera reticulata;493324;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Cyrtidosphaera;reticulata
Dictyocoryne profunda;412935;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Spongodiscidae;Dictyocoryne;profunda
Dictyocoryne truncatum;412936;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Spongodiscidae;Dictyocoryne;truncatum
Didymocyrtis tetrathalamus;493468;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Coccodiscidae;Didymocyrtis;tetrathalamus
Disolenia;367319;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Disolenia;NA
Euchitonia elegans furcata;550683;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Radiozoa;Polycystina;Spumellaria;Spongodiscidae;Euchitonia;elegans-furcata
Eucyrtidium;413006;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Theoperidae;Eucyrtidium;NA
