ScientificName;AphiaID;Trophy;typeMX;source;dataType;Kingdom;Phylum;Class;Order;Family;Genus;Species
Eucyrtidium hexagonatum;413008;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Theoperidae;Eucyrtidium;hexagonatum
Heliodiscus asteriscus;412928;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Heliodiscidae;Heliodiscus;asteriscus
Hexacontium;345896;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Hexacontium;NA
Hexacontium gigantheum;413100;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Hexacontium;gigantheum
Hexalonche amphisiphon;493356;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Hexalonche;amphisiphon
Larcopyle buetschlii;412959;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Litheliidae;Larcopyle;buetschlii
Larcospira quadrangula;412961;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Litheliidae;Larcospira;quadrangula
Lipmanella dictyoceras;413077;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Theoperidae;Lipmanella;dictyoceras
Litharachnium;345839;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Theoperidae;Litharachnium;NA
Lithelius;385311;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Litheliidae;Lithelius;NA
Lithopera bacca;493651;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Theoperidae;Lithopera;bacca
Otosphaera;412896;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Otosphaera;NA
Peromelissa;493559;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Plagiacanthidae;Peromelissa;NA
Phorticium clevei;493595;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Radiozoa;Polycystina;Spumellaria;Pyloniidae;Phorticium;clevei
Phorticium pylonium;345904;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Radiozoa;Polycystina;Spumellaria;Pyloniidae;Phorticium;pylonium
Plegmosphaera;493371;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Plegmosphaera;NA
Polysolenia;412899;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Polysolenia;NA
Pseudocubus obeliscus;493567;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Plagiacanthidae;Pseudocubus;obeliscus
Pseudodictyophimus;493569;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Plagiacanthidae;Pseudodictyophimus;NA
Pterocanium charybdeum;549594;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Radiozoa;Polycystina;Nassellaria;Theoperidae;Pterocanium;charybdeum
Pterocanium korotnevi;412997;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Theoperidae;Pterocanium;korotnevi
Pterocanium praetextum;412998;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Theoperidae;Pterocanium;praetextum
Pterocorys;391967;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Pterocorythidae;Pterocorys;NA
Pterocorys zancleus;413025;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Pterocorythidae;Pterocorys;zancleus
Rhaphidozoum;493602;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Rhaphidozoum;NA
Siphonosphaera socialis;413064;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Siphonosphaera;socialis
Solenosphaera zanguebarica;493490;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Solenosphaera;zanguebarica
Sphaerozoum;493491;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Sphaerozoum;NA
Sphaerozoum punctatum;493492;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Sphaerozoum;punctatum
Spirocyrtis scalaris;493426;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Artostrobiidae;Spirocyrtis;scalaris
Spongaster tetras;412940;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Spongodiscidae;Spongaster;tetras
Spongodiscus resurgens;493608;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Spongodiscidae;Spongodiscus;resurgens
Spongosphaera streptacantha;493393;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Spongosphaera;streptacantha
Spongotrochus;412948;mixoplankton;eSNCM;Leles et al. 2017;review;Chromista;Radiozoa;Polycystina;Spumellaria;Spongodiscidae;Spongotrochus;NA
Spongotrochus glacialis;412949;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Spongodiscidae;Spongotrochus;glacialis
Stylodictya;345859;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Spongodiscidae;Stylodictya;NA
Styptosphaera;367328;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Radiozoa;Polycystina;Spumellaria;Actinommidae;Styptosphaera;NA
Tetrapyle;412954;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Pyloniidae;Tetrapyle;NA
Tetrapyle octacantha;412955;mixoplankton;eSNCM;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Spumellaria;Pyloniidae;Tetrapyle;octacantha
Thalassicolla;345885;mixoplankton;eSNCM;Biard et al. 2015;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Thalassicolla;NA
Thalassicolla pellucida;712018;mixoplankton;eSNCM;Faure et al. 2019;review;Chromista;Radiozoa;Polycystina;Nassellaria;Collozoidae;Thalassicolla;pellucida
Theocorythium trachelium;413029;protozooplankton;NA;Zhang et al. 2018;paper;Chromista;Radiozoa;Polycystina;Nassellaria;Pterocorythidae;Theocorythium;trachelium
Pterosperma moebii;345882;phytoplankton;NA;RWS;routineMonitoring;Plantae;Chlorophyta;Prasinophyceae;Halosphaerales;Pterospermataceae;Pterosperma;moebii
Pterosperma parallelum;341609;phytoplankton;NA;RWS;routineMonitoring;Plantae;Chlorophyta;Prasinophyceae;Halosphaerales;Pterospermataceae;Pterosperma;parallelum
Pterosperma undulatum;376084;phytoplankton;NA;RWS;routineMonitoring;Plantae;Chlorophyta;Prasinophyceae;Halosphaerales;Pterospermataceae;Pterosperma;undulatum
Pterosperma vanhoeffenii;345881;phytoplankton;NA;RWS;routineMonitoring;Plantae;Chlorophyta;Prasinophyceae;Halosphaerales;Pterospermataceae;Pterosperma;vanhoeffenii
Braarudosphaera bigelowii;235922;phytoplankton;NA;RWS;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Coccosphaerales;Braarudosphaeraceae;Braarudosphaera;bigelowii
Chrysocampanula spinifera;115107;mixoplankton;CM;Kawachi and Inouye 1995;scientific cruise;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Chrysocampanula;spinifera
Chrysochromulina acantha;115108;mixoplankton;CM;Faure et al. 2019;review;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;acantha
Chrysochromulina birgeri;615467;mixoplankton;CM;Helcom;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;birgeri
Chrysochromulina leadbeateri;246591;mixoplankton;CM;Leles et al. 2019;review;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;leadbeateri
Chrysochromulina parkeae;115126;mixoplankton;CM;Helcom;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;parkeae
Chrysochromulina simplex;571659;phytoplankton;NA;Rhodes and Burke 1996;scientific cruise;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;simplex
Chrysochromulina spinifera;115129;mixoplankton;CM;Helcom;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;spinifera
Chrysotila carterae;837255;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Isochrysidales;Isochrysidaceae;Chrysotila;carterae
Coccolithus pelagicus;178600;phytoplankton;NA;RWS;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Coccolithales;Coccolithaceae;Coccolithus;pelagicus
Corymbellus aureus;162519;phytoplankton;NA;RWS;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Corymbellus;aureus
Dicrateria rotunda;840109;mixoplankton;CM;Havskum and Riegmann 1996;scientific cruise;Chromista;Haptophyta;Prymnesiophyceae;Isochrysidales;Isochrysidaceae;Dicrateria;rotunda
Emiliania huxleyi;115104;mixoplankton;CM;Avrahami and Frada 2020;paper;Chromista;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;Emiliania;huxleyi
Gephyrocapsa oceanica;235955;phytoplankton;NA;RWS;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;Gephyrocapsa;oceanica
Haptolina brevifila;115112;mixoplankton;CM;Leles et al. 2019;review;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;brevifilum
Haptolina ericina;624976;mixoplankton;CM;Jones et al. 1993;paper;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina;ericina
Haptolina hirta;699623;mixoplankton;CM;Leles et al. 2019;review;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina;hirta
Phaeocystis globosa;160538;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;globosa
Phaeocystis pouchetii;115106;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;pouchetii
Prymnesium palpebrale;624967;mixoplankton;CM;Faure et al. 2019;review;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;palpebrale
Prymnesium parvum;160564;mixoplankton;CM;Leles et al. 2019;review;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;parvum
Prymnesium pigrum;624973;mixoplankton;CM;Faure et al. 2019;review;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;pigrum
Prymnesium polylepis;670030;mixoplankton;CM;Jones et al. 1993;paper;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;polylepis
Cymbomonas tetramitiformis;134545;mixoplankton;CM;Leles et al. 2019;review;Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Cymbomonas;tetramitiformis
Halosphaera viridis;134546;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Halosphaera;viridis
Pseudoscourfieldia marina;134566;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Pyramimonadophyceae;Pseudoscourfieldiales;Pycnococcaceae;Pseudoscourfieldia;marina
Pyramimonas australis;387974;mixoplankton;CM;Bell et al. 2003;scientific cruise;Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;australis
Pyramimonas gelidicola;341612;mixoplankton;CM;Leles et al. 2019;review;Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;gelidicola
Pyramimonas longicauda;160513;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;longicauda
Pyramimonas tychotreta;495343;mixoplankton;CM;Leles et al. 2019;review;Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;tychotreta
Pyramimonas virginica;134559;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;virginica
Chattonella marina var  ovata;674442;mixoplankton;CM;Leles et al. 2019;review;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Chattonella;marina
Chattonella subsalsa;246590;mixoplankton;CM;Leles et al. 2019;review;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Chattonella;subsalsa
Fibrocapsa japonica;233761;mixoplankton;CM;Leles et al. 2019;review;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Fibrocapsa;japonica
Gonyostomum semen;375674;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Vacuolariaceae;Gonyostomum;semen
Heterosigma akashiwo;160585;mixoplankton;CM;Leles et al. 2019;review;Chromista;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;akashiwo
Synchroma grande;590433;mixoplankton;CM;Leles et al. 2019;review;Chromista;Ochrophyta;Synchromophyceae;Synchromales;Synchromaceae;Synchroma;grande
Mallomonas akrokomos;249722;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Synurophyceae;Synurales;Mallomonadaceae;Mallomonas;akrokomos
Mallomonas caudata;409645;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Synurophyceae;Synurales;Mallomonadaceae;Mallomonas;caudata
Mallomonas hamata;610261;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Synurophyceae;Synurales;Mallomonadaceae;Mallomonas;hamata
Mallomonas multiunca;610267;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Synurophyceae;Synurales;Mallomonadaceae;Mallomonas;multiunca
Mallomonas ploesslii;841057;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Synurophyceae;Synurales;Mallomonadaceae;Mallomonas;ploesslii
Mallomonas punctifera;610275;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Synurophyceae;Synurales;Mallomonadaceae;Mallomonas;punctifera
Poterioochromonas stipitata;614706;mixoplankton;CM;Faure et al. 2019;review;Chromista;Ochrophyta;Synurophyceae;Ochromonadales;Ochromonadaceae;Poterioochromonas;stipitata
Synura uvella;178595;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Synurophyceae;Synurales;Synuraceae;Synura;uvella
Telonema antarcticum;389491;protozooplankton;NA;Klaveness et al. 2005;paper;Chromista;Cryptophyta;Telonemea;Telonemida;NA;Telonema;antarcticum
Telonema subtile;118075;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Cryptophyta;Telonemea;Telonemida;NA;Telonema;subtile
Cryothecomonas aestivalis;118045;mixoplankton;CM;Drebes et al. 1996;scientific cruise;Chromista;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas;aestivalis
Cryothecomonas scybalophora;118047;protozooplankton;NA;Helcom;routineMonitoring;Chromista;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas;scybalophora
Protaspa glans;881410;protozooplankton;NA;RWS;routineMonitoring;Chromista;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Protaspa;glans
Acanthosphaera;293236;mixoplankton;eSNCM;Leles et al. 2017;review;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Acanthosphaera;NA
Actinastrum hantzschii;160543;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Actinastrum;hantzschii
Choricystis chodatii;619248;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Coccomyxaceae;Choricystis;chodatii
Choricystis coccoides;625389;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Coccomyxaceae;Choricystis;coccoides
Closteriopsis longissima;572005;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Closteriopsis;longissima
Crucigenia fenestrata;558759;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Trebouxiophyceae incertae sedis;Crucigenia;fenestrata
Crucigenia quadrata;178962;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Trebouxiophyceae incertae sedis;Crucigenia;quadrata
Crucigenia tetrapedia;178619;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Trebouxiophyceae incertae sedis;Crucigenia;tetrapedia
Crucigeniella irregularis;248175;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Crucigeniella;irregularis
Dictyosphaerium ehrenbergianum;178625;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Dictyosphaerium;ehrenbergianum
Dictyosphaerium subsolitarium;576240;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Dictyosphaerium;subsolitarium
Franceia ovalis;577840;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Franceia;ovalis
Granulocystopsis decorata;616372;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Granulocystopsis;decorata
Koliella longiseta;248126;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;longiseta
Koliella spiculiformis;248127;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;spiculiformis
Koliella spiralis;254440;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;spiralis
Lagerheimia ciliata;572054;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Lagerheimia;ciliata
Lagerheimia citriformis;248128;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Lagerheimia;citriformis
Lagerheimia genevensis;178610;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Lagerheimia;genevensis
Lagerheimia longiseta var  longiseta;1304628;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Lagerheimia;longiseta
Lagerheimia subsalsa;178941;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Lagerheimia;subsalsa
Lagerheimia wratislaviensis;178944;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Lagerheimia;wratislaviensis
Lemmermannia komarekii;839085;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae ordo incertae sedis;Trebouxiophyceae incertae sedis;Lemmermannia;komarekii
Micractinium pusillum;163479;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Micractinium;pusillum
Mucidosphaerium pulchellum;624695;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Mucidosphaerium;pulchellum
Nephrochlamys rostrata;572053;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Nephrochlamys;rostrata
Oocystis borgei;248141;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;borgei
Oocystis lacustris;178936;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;lacustris
Oocystis naegelii;608602;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;naegelii
Oocystis parva;178613;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;parva
Oocystis pelagica;248144;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;pelagica
Oocystis rhomboidea;254441;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;rhomboidea
Oocystis solitaria;178934;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;solitaria
Oocystis submarina;248145;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Oocystis;submarina
Quadricoccus ellipticus;623185;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Quadricoccus;ellipticus
Quadricoccus euryhalinicus;613622;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Quadricoccus;euryhalinicus
